name,openHoursPerWeek,ECP,dhb-region,latitude,longitude,depot
Doubtless Bay Pharmacy,44.0,True,Northland,-34.9915772,173.51018780000004,Community
Unichem Molesworth Pharmacy,47.5,True,Wellington,-41.2758256,174.77822179999998,Community
Unichem Glenview Pharmacy,48.0,False,Waikato,-37.8173419,175.28261199999997,Community
Mountainview Pharmacy,48.0,True,Taranaki,-39.5873099,174.28044260000001,Community
Unichem Neills Pharmacy,55.75,True,Central Auckland,-36.90837610000001,174.83738790000007,Community
Birkdale Pharmacy 1998 Ltd,45.5,True,Waitematā DHB,-36.7981044,174.70070169999997,Community
Chemist Plus,52.0,True,Central Auckland,-36.8673613,174.7756918,Community
Belmont Pharmacy,49.0,True,Waitematā DHB,-36.8078702,174.78973930000006,Community
Collingwood Street Pharmacy,40.0,False,Nelson Marlborough,-41.2749672,173.2865994,Community
Caversham Pharmacy,42.5,True,Southern,-45.8963282,170.48063049999996,Community
Lifeline Pharmacy,57.0,True,Central Auckland,-36.9419982,174.8417963,Community
Unichem Brooklyn Pharmacy,52.0,True,Wellington,-41.30539379999999,174.76379799999995,Community
Glenfield 7 Day Pharmacy Ltd,92.0,True,Waitematā DHB,-36.7811474,174.72168729999999,Community
John's Stoke Pharmacy,40.0,True,Nelson Marlborough,-41.3120108,173.2337693,Community
Hillcrest Central Pharmacy,50.0,True,Waitematā DHB,-36.799096,174.73047369999995,Community
Unichem Apollo Drive Pharmacy,40.0,True,Waitematā DHB,-36.735662,174.72740699999997,Community
ProHealth Papatoetoe Pharmacy,37.5,True,CM Health,-36.9705075,174.8620062,Community
Steeds Pharmacy,42.5,True,MidCentral,-40.6215298,175.2869319,Community
Picton Healthcare Pharmacy,55.0,True,Nelson Marlborough,-41.2890175,174.00714389999996,Community
Great Barrier Island Pharmacy,20.0,True,Central Auckland,-36.243011,175.46353190000002,Community
Browns Community Pharmacy Kaitaia,48.0,True,Northland,-35.112382,173.2625974,Community
Avondale Pharmacy,84.0,True,Central Auckland,-36.9020045,174.69247819999998,Community
Takapuna Pharmacy,42.5,True,Waitematā DHB,-36.7898548,174.7726303,Community
Titahi Bay Pharmacy,46.0,True,Wellington,-41.10860029999999,174.83741899999995,Community
Health Plus Pharmacy,43.0,True,CM Health,-36.9516035,174.8454967,Community
Coast Care Pharmacy,52.5,True,Waitematā DHB,-36.7687081,174.7580438,Community
Windsor Pharmacy (Previously known as Wallaces Pharmacy),42.5,True,Southern,-46.3950508,168.3654221,Community
Unichem Riccarton Clinic Pharmacy,65.5,True,Canterbury,-43.5315249,172.5718254,Community
Maunu Pharmacy Limited,49.0,True,Northland,-35.7342485,174.30571510000004,Community
Prochem Pharmacy,46.75,True,Central Auckland,-36.8943766,174.69669709999994,Community
Gary Logan Pharmacy,48.25,True,CM Health,-37.2005739,174.9047008,Community
Fendalton Mall Pharmacy,55.5,True,Canterbury,-43.5176848,172.5884026,Community
Woolworths Pharmacy Eastgate,59.0,True,Canterbury,-43.5331246,172.67451210000002,Community
Johnsonville Medical Centre Pharmacy,56.5,True,Wellington,-41.2218158,174.8062552,Community
Avondale Family Chemist,47.5,True,Central Auckland,-36.891718,174.69625659999997,Community
Lower Hutt Urgent Pharmacy,50.5,True,Hutt,-41.2030999,174.92825730000004,Community
Parkside Pharmacy on Oxford Terrace,42.5,True,Canterbury,-43.5350229,172.629471,Community
Stans 7 Day Pharmacy,66.0,True,Canterbury,-43.3019382,172.59564520000004,Community
QE2 Pharmacy Ltd,42.5,True,Canterbury,-43.49500860000001,172.7105798,Community
Fairlie Health,42.5,False,South Canterbury,-44.0982328,170.82944650000002,Community
Moturoa Pharmacy,48.0,True,Taranaki,-39.0628726,174.0455568,Community
City Health Pharmacy Ltd,69.0,True,MidCentral,-40.3503733,175.61795970000003,Community
Unichem Massey Pharmacy,62.5,True,Waitematā DHB,-36.834692,174.60250689999998,Community
Thames Centre Pharmacy,40.0,False,Waikato,-37.1378888,175.54517859999999,Community
Pharmacy On Cameron,45.0,True,Bay of Plenty,-37.7085327,176.14911559999996,Community
Hamish Barham Pharmacy,42.5,True,MidCentral,-40.75288899999999,175.14046699999994,Community
Allen's Village Pharmacy,51.5,True,Waitematā DHB,-36.7759751,174.55597179999995,Community
Unichem Te Nikau Pharmacy,45.0,True,West Coast,-42.4632728,171.1920973,Community
Woolworths Pharmacy Rototuna,59.0,True,Waikato,-37.7225037,175.2583417,Community
Woolworths Pharmacy Silverdale,59.0,True,Waitematā DHB,-36.6136569,174.67908490000002,Community
Chemist Warehouse The Palms,83.0,True,Canterbury,-43.5065597,172.66396150000003,Community
Life Pharmacy - Wilkinsons,87.5,True,Southern,-45.0326905,168.6604061,Community
Woolworths Pharmacy Claudelands,60.0,True,Waikato,-37.778478,175.2989682,Community
Unichem Stanmore Bay,68.5,True,Waitematā DHB,-36.628338,174.731454,Community
Unichem Tamahere Pharmacy,47.5,True,Waikato,-37.8290587,175.3540047,Community
Unichem Terrace End Pharmacy,40.0,True,MidCentral,-40.34797460000001,175.6260089,Community
Waltham Pharmacy,42.5,True,Canterbury,-43.55042579999999,172.6464707,Community
Henderson Valley Pharmacy,45.0,True,Waitematā DHB,-36.8974788,174.6137612,Community
Unichem Campus Pharmacy,47.0,True,Central Auckland,-36.85202199999999,174.76990769999998,Community
Unichem Remuera,54.5,True,Central Auckland,-36.8807791,174.7967478,Community
Peak Pharmacy,49.0,True,Hawkes Bay,-39.66722619999999,176.87965140000006,Community
Victory Square Pharmacy,42.5,True,Nelson Marlborough,-41.2805215,173.26970589999996,Community
Woolworths Pharmacy Takapuna,77.0,True,Waitematā DHB,-36.7912674,174.7654169,Community
Ranolf Pharmacy,46.25,True,Lakes,-38.14125629999999,176.2465092,Community
Unichem Redwoodtown Pharmacy,49.0,True,Nelson Marlborough,-41.5300482,173.95589280000002,Community
Unichem Eden Quarter Pharmacy,59.5,True,Central Auckland,-36.8778145,174.75062309999998,Community
Baylis The Chemist,48.5,True,Southern,-45.8961175,170.50040820000004,Community
Life Pharmacy Coastlands,61.5,True,Wellington,-40.9170343,175.00331519999997,Community
City Medical Centre Pharmacy,42.5,True,Wellington,-41.282275,174.7756213,Community
Qualmed,49.0,False,Canterbury,-43.5338526,172.6084538,Community
Hobson Street Pharmacy,43.0,True,Central Auckland,-36.8507998,174.7606103,Community
Life Pharmacy Eastridge,64.0,True,Central Auckland,-36.8600658,174.8303719,Community
Nga Kete Pharmacy,40.0,True,Southern,-46.4095554,168.34826339999995,Community
Bethlehem Dispensary,42.5,True,Bay of Plenty,-37.69355160000001,176.11122999999998,Community
East Tāmaki Pharmacy,45.5,True,CM Health,-36.9609433,174.88799849999998,Community
Parkside Pharmacy Auckland,51.5,False,Central Auckland,-36.8463576,174.76903670000002,Community
Commodore Pharmacy,57.0,True,Waitematā DHB,-36.7149481,174.7480029,Community
Nga Hua Pharmacy,40.0,True,Waikato,-37.7518131,175.2943904,Community
Unichem Mackays Pharmacy,46.5,True,Taranaki,-39.34026149999999,174.2847339,Community
Woolworths Pharmacy Hastings,59.5,True,Hawkes Bay,-39.6389577,176.8425046,Community
Woolworths Pharmacy Auckland City,84.0,True,Central Auckland,-36.8452206,174.77293910000003,Community
Horotiu Hauora Pharmacy ,37.5,True,Waikato,-37.700801,175.2034035,Community
Unichem Levin Pharmacy,61.5,True,MidCentral,-40.6225036,175.28558299999997,Community
Brockville Pharmacy,44.5,True,Southern,-45.8673921,170.4570132,Community
Ormiston Hospital Pharmacy,40.0,True,CM Health,-36.96458228087482,174.90523045767213,Community
Unichem Whangaparāoa Family Pharmacy,47.5,True,Waitematā DHB,-36.6347136,174.739765,Community
Woodham Road Pharmacy,45.0,True,Canterbury,-43.52492709999999,172.66167470000005,Community
North Harbour Pharmacy,52.5,True,Waitematā DHB,-36.74718050000001,174.7395395,Community
Hei Hei Pharmacy (2019) Ltd,42.5,True,Canterbury,-43.5355563,172.52084579999996,Community
Woolworths Pharmacy The Palms,77.0,True,Canterbury,-43.5070389,172.663096,Community
Otaika Pharmacy,48.5,True,Northland,-35.7422983,174.3084629,Community
Unichem Fifth Avenue Pharmacy,50.5,True,Bay of Plenty,-37.69277819999999,176.16391959999999,Community
Urgent Pharmacy Dunedin,84.0,True,Southern,-45.8720769,170.50262939999993,Community
Remedy Pharmacy St Albans (formerly McIntosh Pharmacy),48.75,True,Canterbury,-43.5094813,172.63048019999997,Community
Clive Pharmacy,47.5,True,Hawkes Bay,-39.5840916,176.9158049,Community
Remedy Pharmacy - St George's Hospital (Christchurch),47.5,True,Canterbury,-43.50991349999999,172.61934759999997,Community
David's Pharmacy,49.25,True,Northland,-35.6830771,174.29935339999997,Community
Pharmcare Pharmacy,49.0,True,Waitematā DHB,-36.9085321,174.68230889999995,Community
Your Health Centre Pharmacy Papatoetoe,40.0,True,CM Health,-36.977737,174.87159080000004,Community
Woolworths Pharmacy The Valley,61.0,True,Taranaki,-39.0468955,174.1158224,Community
Hammersley Pharmacy,46.5,True,Canterbury,-43.5089091,172.65191679999998,Community
Woolworths Pharmacy Pukekohe South,77.0,True,CM Health,-37.2110701,174.91067799999996,Community
The Pharmacy @ Phillipstown,45.0,True,Canterbury,-43.54103149999999,172.66010570000003,Community
St George Pharmacy,42.5,True,CM Health,-36.9795301,174.85248869999998,Community
Best Care Pharmacy,46.5,True,CM Health,-36.9118342,174.8712361,Community
Life Pharmacy Orewa,61.5,True,Waitematā DHB,-36.58764130000001,174.69533580000007,Community
Unichem Whangarei Pharmacy,84.0,True,Northland,-35.72719319999999,174.3265503,Community
Unichem Red Beach Pharmacy,52.5,True,Waitematā DHB,-36.60553399999999,174.697931,Community
Village Pharmacy Churton Park,52.5,True,Wellington,-41.2019886,174.80827249999993,Community
Airport Oaks Pharmacy,62.5,True,CM Health,-36.9714065,174.785845,Community
Unichem Huapai Pharmacy,51.5,True,Waitematā DHB,-36.7726015,174.5455121,Community
Unichem Havelock North Pharmacy,45.5,True,Hawkes Bay,-39.6695548,176.87818549999997,Community
Ewart Douglas Pharmacy,42.25,True,Canterbury,-43.5090503,172.5888208,Community
Bargain Chemist Birkenhead ,70.0,True,Waitematā DHB,-36.811203,174.7257211,Community
Woolworths Pharmacy Dunedin Central,77.0,True,Southern,-45.87383479999999,170.5062964,Community
Woolworths Pharmacy Greenlane,69.0,True,Central Auckland,-36.8893605,174.79361159999996,Community
Life Pharmacy The Plaza,59.5,True,MidCentral,-40.35693450000001,175.61323749999997,Community
Unichem Long Bay Pharmacy,49.0,True,Waitematā DHB,-36.6854106,174.73800570000003,Community
Duncan's Pharmacy,66.0,True,Wairarapa,-40.9584899,175.6482752,Community
Juliet Ave Pharmacy,45.0,True,CM Health,-36.8949973,174.9170706,Community
Chemist Warehouse Taupō,91.0,True,Lakes,-38.686279714607956,176.07490897178653,Community
Chemist Warehouse Takanini,70.5,True,CM Health,-37.0478338,174.9251033,Community
Unichem Petone Pharmacy,53.5,True,Hutt,-41.2253125,174.87846850000005,Community
West Hamilton Pharmacy,46.5,True,Waikato,-37.7808801,175.2362428,Community
Unichem Medical Corner Pharmacy,60.0,True,Canterbury,-43.304131,172.5919847,Community
Gonville Health Pharmacy,42.5,True,Whanganui,-39.9423778,175.02298259999998,Community
Eastfield Pharmacy (formerly Tancred Street Dispensary),43.75,True,Canterbury,-43.9062192,171.7481344,Community
Hospital Pharmacy | Counties Manukau,0.0,False,CM Health,-36.96290183127625,174.8401004076004,Community
Unichem Franklin Hospital Pharmacy - Pukekohe,84.0,True,CM Health,-37.207801,174.9082969,Community
Unichem Tūrangi Pharmacy,50.5,True,Lakes,-38.9910452,175.80918039252592,Community
Unichem Upper Hutt Health Pharmacy,57.0,True,Hutt,-41.1216639,175.073129,Community
McNaughton's Pharmacy,43.75,True,Southern,-45.897729,170.5017315,Community
Unichem Miramar Pharmacy,54.5,True,Wellington,-41.31600770000001,174.81504240000004,Community
Whangamata Pharmacy,54.0,True,Waikato,-37.2068112,175.87129230000005,Community
Unichem Ascot Pharmacy,54.0,True,Southern,-46.40591999999999,168.3925772,Community
Wellworks Pharmacy Taranaki Street,50.5,True,Wellington,-41.2936975,174.7786946,Community
Flaxmere Pharmacy,56.5,True,Hawkes Bay,-39.62524789999999,176.78800939999996,Community
Omokoroa Pharmacy,45.5,True,Bay of Plenty,-37.6422072,176.03796620000003,Community
Unichem Family Healthcare Pharmacy,52.5,True,Central Auckland,-36.92981899999999,174.84260770000003,Community
Roskill Healthcare Pharmacy,40.5,True,Central Auckland,-36.9049016,174.74144890000002,Community
Unichem Forté Pharmacy,45.0,True,Canterbury,-43.5263056,172.6383586,Community
Wainuiomata Pharmacy & Lotto,62.0,True,Hutt,-41.25979419999999,174.94213309999998,Community
Unichem Northern Clinic Pharmacy,50.0,True,Waitematā DHB,-36.7701528,174.7329153,Community
Kendal Pharmacy,42.5,True,Canterbury,-43.4978182,172.57279130000006,Community
Healthcare Pharmacy,45.5,True,CM Health,-37.0313189,174.8678216,Community
Unichem Northend Pharmacy,45.0,True,Southern,-45.08087069999999,170.98245099999997,Community
Frankton Pharmacy,49.0,True,Waikato,-37.7879024,175.2651687,Community
Medplus Pharmacy,53.0,True,Waitematā DHB,-36.7976547,174.77908360000004,Community
Alabaster's Merivale Pharmacy,49.0,True,Canterbury,-43.511989,172.62189250000006,Community
Unichem Otorohanga Pharmacy,48.5,True,Waikato,-38.1867455,175.21131119999995,Community
Queen Street Pharmacy,48.5,True,Nelson Marlborough,-41.33987469999999,173.18501709999998,Community
